;index;Customer ID;Tenure Months;Location;Device Class;Games Product;Music Product;Education Product;Call Center;Video Product;Use MyApp;Payment Method;Monthly Purchase (Thou. IDR);Churn Label;Longitude;Latitude;CLTV (Predicted Thou. IDR);Combination;Result;prediction_confidence;prediction;Churn_Risk;customer_priority
813;4366;4366;7;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Digital Wallet;26,845;No;106,816666;-6,2;2730;Combination 6;FP;0,532881781;1;Notable;Low
814;4369;4369;56;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Credit;25,935;No;106,816666;-6,2;6289,4;Combination 6;TN;0,915112232;0;Low;Low
815;4370;4370;4;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Digital Wallet;24,7;No;106,816666;-6,2;5648,5;Combination 6;FP;0,565646212;1;Threatening;Moderate
816;4380;4380;56;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Debit;25,415;No;106,816666;-6,2;7493,2;Combination 6;TN;0,900626286;0;Low;Low
817;4381;4381;4;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Credit;26,585;No;106,816666;-6,2;5647,2;Combination 6;TN;0,520717742;0;Low;Moderate
818;4384;4384;31;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Digital Wallet;27,235;No;106,816666;-6,2;7503,6;Combination 6;TN;0,716551654;0;Low;Moderate
819;4385;4385;67;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Debit;26,065;No;106,816666;-6,2;6414,2;Combination 6;TN;0,9364126;0;Least Concern;Low
820;4399;4399;53;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Debit;25,415;No;106,816666;-6,2;6071;Combination 6;TN;0,888132972;0;Low;Low
821;4405;4405;25;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Debit;25,35;No;106,816666;-6,2;6189,3;Combination 6;TN;0,697653733;0;Low;Moderate
822;4422;4422;1;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Digital Wallet;25,35;No;106,816666;-6,2;6862,7;Combination 6;FP;0,597846853;1;Threatening;High
823;4423;4423;30;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Digital Wallet;32,63;No;106,816666;-6,2;7606,3;Combination 6;TN;0,707503463;0;Low;Moderate
824;4429;4429;72;Bandung;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Credit;32,63;No;107,60981;-6,914744;5440,5;Combination 6;TN;0,956219898;0;Least Concern;Low
825;4430;4430;1;Bandung;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Digital Wallet;25,61;No;107,60981;-6,914744;2605,2;Combination 6;FP;0,597846853;1;Threatening;Low
826;4433;4433;35;Bandung;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Digital Wallet;27,43;No;107,60981;-6,914744;7419,1;Combination 6;TN;0,750998246;0;Low;Moderate
827;4436;4436;2;Bandung;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Digital Wallet;26,39;No;107,60981;-6,914744;3695,9;Combination 6;FP;0,587192399;1;Threatening;Moderate
828;4440;4440;70;Bandung;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Credit;25,805;No;107,60981;-6,914744;5774,6;Combination 6;TN;0,952372549;0;Least Concern;Low
829;4446;4446;52;Bandung;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Debit;26,13;No;107,60981;-6,914744;5887,7;Combination 6;TN;0,883672787;0;Low;Low
830;4458;4458;68;Bandung;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Debit;25,935;No;107,60981;-6,914744;5414,5;Combination 6;TN;0,938990261;0;Least Concern;Low
831;4461;4461;4;Bandung;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Digital Wallet;25,675;No;107,60981;-6,914744;6483,1;Combination 6;FP;0,565646212;1;Threatening;High
832;4465;4465;53;Bandung;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Digital Wallet;31,98;No;107,60981;-6,914744;5993;Combination 6;TN;0,869698615;0;Low;Low
833;4466;4466;51;Bandung;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Debit;32,5;No;107,60981;-6,914744;7664,8;Combination 6;TN;0,879058989;0;Low;Low
834;4467;4467;11;Bandung;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Debit;27,235;No;107,60981;-6,914744;5297,5;Combination 6;TN;0,554364153;0;Low;Moderate
835;4470;4470;1;Bandung;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Digital Wallet;25,285;No;107,60981;-6,914744;2772,9;Combination 6;FP;0,597846853;1;Threatening;Moderate
836;4472;4472;16;Bandung;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Digital Wallet;25,48;No;107,60981;-6,914744;5587,4;Combination 6;TN;0,565977855;0;Low;Moderate
837;4474;4474;37;Bandung;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Credit;25,74;No;107,60981;-6,914744;6678,1;Combination 6;TN;0,823353158;0;Low;Low
838;4478;4478;16;Bandung;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Credit;25,155;No;107,60981;-6,914744;2622,1;Combination 6;TN;0,648507973;0;Low;Low
839;4479;4479;10;Bandung;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Digital Wallet;25,74;No;107,60981;-6,914744;6851;Combination 6;TN;0,500168745;0;Low;Moderate
840;4494;4494;62;Bandung;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Debit;30,42;No;107,60981;-6,914744;7568,6;Combination 6;TN;0,921938906;0;Least Concern;Low
841;4496;4496;6;Bandung;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Digital Wallet;25,285;No;107,60981;-6,914744;4499,3;Combination 6;FP;0,543849055;1;Threatening;Moderate
842;4499;4499;27;Bandung;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Credit;25,805;No;107,60981;-6,914744;2828,8;Combination 6;TN;0,74987118;0;Low;Low
843;4505;4505;17;Bandung;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Digital Wallet;25,935;No;107,60981;-6,914744;2887,3;Combination 6;TN;0,576785213;0;Low;Low
844;4506;4506;16;Bandung;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Digital Wallet;26,65;No;107,60981;-6,914744;3712,8;Combination 6;TN;0,565977855;0;Low;Moderate
845;4509;4509;28;Bandung;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Debit;25,415;No;107,60981;-6,914744;5132,4;Combination 6;TN;0,724828825;0;Low;Low
846;4510;4510;1;Bandung;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Digital Wallet;26,455;No;107,60981;-6,914744;2837,9;Combination 6;FP;0,597846853;1;Threatening;Moderate
847;4512;4512;72;Bandung;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Debit;30,29;No;107,60981;-6,914744;5397,6;Combination 6;TN;0,948352993;0;Least Concern;Low
848;4522;4522;50;Bandung;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Debit;25,805;No;107,60981;-6,914744;5665,4;Combination 6;TN;0,874288229;0;Low;Low
849;4527;4527;55;Bandung;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Credit;26;No;107,60981;-6,914744;5560,1;Combination 6;TN;0,911620679;0;Low;Low
850;4529;4529;38;Bandung;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Pulsa;25,48;No;107,60981;-6,914744;5010,2;Combination 6;TN;0,743229396;0;Low;Low
851;4545;4545;71;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Credit;25,805;No;106,816666;-6,2;5357,3;Combination 6;TN;0,954334787;0;Least Concern;Low
852;4547;4547;16;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Digital Wallet;26,13;No;106,816666;-6,2;6567,6;Combination 6;TN;0,565977855;0;Low;Moderate
853;4549;4549;17;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Digital Wallet;32,695;No;106,816666;-6,2;5110,3;Combination 6;TN;0,576785213;0;Low;Moderate
854;4553;4553;72;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Pulsa;31,915;No;106,816666;-6,2;5419,7;Combination 6;TN;0,928459741;0;Least Concern;Low
855;4554;4554;11;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Credit;25,61;No;106,816666;-6,2;4989,4;Combination 6;TN;0,596724021;0;Low;Moderate
856;4558;4558;53;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Credit;24,765;No;106,816666;-6,2;8008;Combination 6;TN;0,904246472;0;Low;Low
857;4559;4559;39;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Digital Wallet;32,5;No;106,816666;-6,2;5583,5;Combination 6;TN;0,782529144;0;Low;Low
858;4560;4560;9;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Digital Wallet;24,765;No;106,816666;-6,2;4222,4;Combination 6;FP;0,51086223;1;Notable;Moderate
859;4564;4564;71;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Credit;32,955;No;106,816666;-6,2;7471,1;Combination 6;TN;0,954334787;0;Least Concern;Low
860;4565;4565;71;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Digital Wallet;32,045;No;106,816666;-6,2;6224,4;Combination 6;TN;0,936591533;0;Least Concern;Low
861;4566;4566;70;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Credit;25,415;No;106,816666;-6,2;6771,7;Combination 6;TN;0,952372549;0;Least Concern;Low
862;4569;4569;32;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Debit;25,22;No;106,816666;-6,2;4999,8;Combination 6;TN;0,758608384;0;Low;Low
863;4571;4571;37;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Debit;31,33;No;106,816666;-6,2;4878,9;Combination 6;TN;0,796687578;0;Low;Low
864;4582;4582;33;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Debit;31,525;No;106,816666;-6,2;7190,3;Combination 6;TN;0,76659721;0;Low;Moderate
865;4583;4583;1;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Digital Wallet;26,65;No;106,816666;-6,2;5790,2;Combination 6;FP;0,597846853;1;Threatening;High
866;4598;4598;27;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Pulsa;31,85;No;106,816666;-6,2;3438,5;Combination 6;TN;0,640465139;0;Low;Low
867;4599;4599;9;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Digital Wallet;26,13;No;106,816666;-6,2;4477,2;Combination 6;FP;0,51086223;1;Notable;Moderate
868;4603;4603;69;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Debit;25,87;No;106,816666;-6,2;7875,4;Combination 6;TN;0,941469961;0;Least Concern;Low
869;4604;4604;11;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Digital Wallet;26,52;No;106,816666;-6,2;7016,1;Combination 6;TN;0,511199555;0;Low;Moderate
870;4606;4606;10;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Digital Wallet;26,585;No;106,816666;-6,2;5996,9;Combination 6;TN;0,500168745;0;Low;Moderate
871;4613;4613;28;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Credit;23,725;No;106,816666;-6,2;6925,1;Combination 6;TN;0,758056942;0;Low;Moderate
872;4616;4616;18;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Digital Wallet;26,585;No;106,816666;-6,2;2661,1;Combination 6;TN;0,587519588;0;Low;Low
873;4617;4617;62;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Debit;32,24;No;106,816666;-6,2;6636,5;Combination 6;TN;0,921938906;0;Least Concern;Low
